,code,region
53151,35.78.06.1001,Petemon
53152,35.78.06.1002,Sawahan
53153,35.78.06.1003,Banyu Urip
53154,35.78.06.1004,Putat Jaya
53155,35.78.06.1005,Kupang Krajan
53156,35.78.06.1006,Pakis
53157,35.78.07,Genteng
53158,35.78.07.1001,Embong Kaliasin
53159,35.78.07.1002,Genteng
53160,35.78.07.1003,Kapasari
53161,35.78.07.1004,Ketabang
53162,35.78.07.1005,Peneleh
53163,35.78.08,Gubeng
53164,35.78.08.1001,Gubeng
53165,35.78.08.1002,Mojo
53166,35.78.08.1003,Airlangga
53167,35.78.08.1004,Kertajaya
53168,35.78.08.1005,Baratajaya
53169,35.78.08.1006,Pucang Sewu
53170,35.78.09,Sukolilo
53171,35.78.09.1001,Keputih
53172,35.78.09.1002,Gebang Putih
53173,35.78.09.1003,Klampis Ngasem
53174,35.78.09.1004,Menur Pumpungan
53175,35.78.09.1005,Nginden Jangkungan
53176,35.78.09.1006,Semolowaru
53177,35.78.09.1007,Medokan Semampir
53178,35.78.10,Tambaksari
53179,35.78.10.1001,Tambaksari
53180,35.78.10.1002,Ploso
53181,35.78.10.1003,Gading
53182,35.78.10.1004,Pacarkembang
53183,35.78.10.1005,Rangkah
53184,35.78.10.1006,Pacarkeling
53185,35.78.10.1007,Kapasmadya Baru
53186,35.78.10.1008,Dukuh Setro
53187,35.78.11,Simokerto
53188,35.78.11.1001,Simokerto
53189,35.78.11.1002,Kapasan
53190,35.78.11.1003,Sidodadi
53191,35.78.11.1004,Simolawang
53192,35.78.11.1005,Tambakrejo
53193,35.78.12,Pabean Cantian
53194,35.78.12.1001,Bongkaran
53195,35.78.12.1002,Nyamplungan
53196,35.78.12.1003,Krembangan Utara
53197,35.78.12.1004,Perak Timur
53198,35.78.12.1005,Perak Utara
53199,35.78.13,Bubutan
53200,35.78.13.1001,Alun-alun Contong
53201,35.78.13.1002,Bubutan
53202,35.78.13.1003,Gundih
53203,35.78.13.1004,Jepara
53204,35.78.13.1005,Tembok Dukuh
53205,35.78.14,Tandes
53206,35.78.14.1002,Tandes
53207,35.78.14.1006,Karang Poh
53208,35.78.14.1007,Balongsari
53209,35.78.14.1009,Manukan Kulon
53210,35.78.14.1011,Manukan Wetan
53211,35.78.14.1012,Banjar Sugihan
53212,35.78.15,Krembangan
53213,35.78.15.1001,Krembangan Selatan
53214,35.78.15.1002,Kemayoran
53215,35.78.15.1003,Perak Barat
53216,35.78.15.1004,Dupak
53217,35.78.15.1005,Morokrembangan
53218,35.78.16,Semampir
53219,35.78.16.1001,Ampel
53220,35.78.16.1002,Pegirian
53221,35.78.16.1003,Wonokusumo
53222,35.78.16.1004,Ujung
53223,35.78.16.1005,Sidotopo
53224,35.78.17,Kenjeran
53225,35.78.17.1001,Tanah Kali Kedinding
53226,35.78.17.1002,Sidotopo Wetan
53227,35.78.17.1003,Bulak Banteng
53228,35.78.17.1004,Tambak Wedi
53229,35.78.18,Lakarsantri
53230,35.78.18.1001,Bangkingan
53231,35.78.18.1002,Jeruk
53232,35.78.18.1003,Lakarsantri
53233,35.78.18.1004,Lidah kulon
53234,35.78.18.1005,Lidah Wetan
53235,35.78.18.1006,Sumurwelut
53236,35.78.19,Benowo
53237,35.78.19.1001,Kandangan
53238,35.78.19.1003,Sememi
53239,35.78.19.1004,Tambak Oso Wilangun
53240,35.78.19.1005,Romokalisari
53241,35.78.20,Wiyung
53242,35.78.20.1001,Wiyung
53243,35.78.20.1002,Jajar Tunggal
53244,35.78.20.1003,Babatan
53245,35.78.20.1004,Balas Klumprik
53246,35.78.21,Dukuh Pakis
53247,35.78.21.1001,Dukuh Pakis
53248,35.78.21.1002,Dukuh Kupang
53249,35.78.21.1003,Gunung Sari
53250,35.78.21.1004,Pradah Kalikendal
53251,35.78.22,Gayungan
53252,35.78.22.1001,Gayungan
53253,35.78.22.1002,Menanggal
53254,35.78.22.1003,Dukuh Menanggal
53255,35.78.22.1004,Ketintang
53256,35.78.23,Jambangan
53257,35.78.23.1001,Jambangan
53258,35.78.23.1002,Karah
53259,35.78.23.1003,Kebonsari
53260,35.78.23.1004,Pagesangan
53261,35.78.24,Tenggilis Mejoyo
53262,35.78.24.1001,Kutisari
53263,35.78.24.1002,Kendangsari
53264,35.78.24.1003,Tengilis Mejoyo
53265,35.78.24.1004,Panjang Jiwo
53266,35.78.25,Gunung Anyar
53267,35.78.25.1001,Gunung Anyar
53268,35.78.25.1002,Rungkut Tengah
53269,35.78.25.1003,Rungkut Menanggal
53270,35.78.25.1004,Gunung Anyar Tambak
53271,35.78.26,Mulyorejo
53272,35.78.26.1001,Mulyorejo
53273,35.78.26.1002,Manyar Sabrangan
53274,35.78.26.1003,Kejawaan Putih Tambak
53275,35.78.26.1004,Kalisari
53276,35.78.26.1005,Dukuh Sutorejo
53277,35.78.26.1006,Kalijudan
53278,35.78.27,Sukomanunggal
53279,35.78.27.1001,Sukomanunggal
53280,35.78.27.1002,Tanjungsari
53281,35.78.27.1003,Sonokwijenan
53282,35.78.27.1004,Putat Gede
53283,35.78.27.1005,Simomulyo
53284,35.78.27.1006,Simomulyo Baru
53285,35.78.28,Asem Rowo
53286,35.78.28.1001,Asem Rowo
53287,35.78.28.1002,Genting Kalianak
53288,35.78.28.1005,Tambak Sarioso
53289,35.78.29,Bulak
53290,35.78.29.1001,Kedung Cowek
53291,35.78.29.1003,Kenjeran
53292,35.78.29.1004,Bulak
53293,35.78.29.1005,Sukolilo Baru
53294,35.78.30,Pakal
53295,35.78.30.1001,Pakal
53296,35.78.30.1002,Babat Jerawat
53297,35.78.30.1004,Sumber Rejo
53298,35.78.30.1005,Benowo
53299,35.78.31,Sambikerep
53300,35.78.31.1001,Sambikerep
53301,35.78.31.1002,Made
53302,35.78.31.1003,Beringin
53303,35.78.31.1004,Lontar
53304,35.79,KOTA BATU
53305,35.79.01,Batu
53306,35.79.01.1001,Temas
53307,35.79.01.1002,Ngaglik
53308,35.79.01.1003,Songgokerto
53309,35.79.01.1004,Sisir
53310,35.79.01.2005,Sumberejo
53311,35.79.01.2006,Oro-oro Ombo
53312,35.79.01.2007,Sidomulyo
53313,35.79.01.2008,Pesanggrahan
53314,35.79.02,Bumiaji
53315,35.79.02.2001,Punten
53316,35.79.02.2002,Gunungsari
53317,35.79.02.2003,Tulungrejo
53318,35.79.02.2004,Sumbergondo
53319,35.79.02.2005,Pandanrejo
53320,35.79.02.2006,Bumiaji
53321,35.79.02.2007,Giripurno
53322,35.79.02.2008,Bulukerto
53323,35.79.02.2009,Sumberbrantas
53324,35.79.03,Junrejo
53325,35.79.03.1001,Dadaprejo
53326,35.79.03.2002,Beji
53327,35.79.03.2003,Junrejo
53328,35.79.03.2004,Tlekung
53329,35.79.03.2005,Mojorejo
53330,35.79.03.2006,Pendem
53331,35.79.03.2007,Torongrejo
53332,36,BANTEN
53333,36.01,KAB. PANDEGLANG
53334,36.01.01,Sumur
53335,36.01.01.2001,Sumberjaya
53336,36.01.01.2002,Kertajaya
53337,36.01.01.2003,Kertamukti
53338,36.01.01.2004,Tunggaljaya
53339,36.01.01.2005,Cigorondong
53340,36.01.01.2006,Tamanjaya
53341,36.01.01.2007,Ujungjaya
53342,36.01.02,Cimanggu
53343,36.01.02.2001,Rancapinang
53344,36.01.02.2002,Cibadak
53345,36.01.02.2003,Tugu
53346,36.01.02.2004,Batuhideung
53347,36.01.02.2005,Padasuka
53348,36.01.02.2006,Ciburial
53349,36.01.02.2007,Cijaralang
53350,36.01.02.2008,Cimanggu
53351,36.01.02.2009,Mangkualam
53352,36.01.02.2010,Tangkil Sari
53353,36.01.02.2011,Waringin Kurung
53354,36.01.02.2012,Kramatjaya
53355,36.01.03,Cibaliung
53356,36.01.03.2001,Mendung
53357,36.01.03.2006,Sudimanik
53358,36.01.03.2007,Curug
53359,36.01.03.2008,Cibingbin
53360,36.01.03.2009,Sukajadi
53361,36.01.03.2011,Mahendra
53362,36.01.03.2012,Cibaliung
53363,36.01.03.2015,Cihanjuang
53364,36.01.03.2016,Sorongan
53365,36.01.04,Cikeusik
53366,36.01.04.2001,Tanjungan
53367,36.01.04.2002,Sumurbatu
53368,36.01.04.2003,Sukawaris
53369,36.01.04.2004,Rancaseneng
53370,36.01.04.2005,Parungkokosan
53371,36.01.04.2006,Nanggala
53372,36.01.04.2007,Cikeusik
53373,36.01.04.2008,Cikadongdong
53374,36.01.04.2009,Curugciung
53375,36.01.04.2010,Leuwibalang
53376,36.01.04.2011,Sukaseneng
53377,36.01.04.2012,Sukamulya
53378,36.01.04.2013,Umbulan
53379,36.01.04.2014,Cikiruhwetan
53380,36.01.05,Cigeulis
53381,36.01.05.2001,Karangbolong
53382,36.01.05.2002,Katumbiri
53383,36.01.05.2003,Waringinjaya
53384,36.01.05.2004,Karyabuana
53385,36.01.05.2005,Tarumanagara
53386,36.01.05.2006,Ciseureuheun
53387,36.01.05.2007,Banyuasih
53388,36.01.05.2009,Cigeulis
53389,36.01.05.2010,Sinarjaya
53390,36.01.06,Panimbang
53391,36.01.06.2001,Panimbangjaya
53392,36.01.06.2002,Mekarjaya
53393,36.01.06.2004,Gombong
53394,36.01.06.2009,Mekar Jaya
53395,36.01.06.2011,Citeureup
53396,36.01.06.2012,Tanjungjaya
53397,36.01.07,Angsana
53398,36.01.07.2001,Angsana
53399,36.01.07.2002,Padaherang
53400,36.01.07.2003,Padamulya
53401,36.01.07.2004,Karangsari
53402,36.01.07.2005,Cikayas
53403,36.01.07.2006,Sumurlaban
53404,36.01.07.2007,Kadubadak
53405,36.01.07.2009,Cipinang
53406,36.01.07.2010,Kramatmanik
53407,36.01.08,Munjul
53408,36.01.08.2001,Pasanggrahan
53409,36.01.08.2002,Sukasaba
53410,36.01.08.2005,Gunungbatu
53411,36.01.08.2006,Panacaran
53412,36.01.08.2007,Curuglanglang
53413,36.01.08.2008,Munjul
53414,36.01.08.2009,Cibitung
53415,36.01.08.2011,Kotadukuh
53416,36.01.08.2018,Lebak
53417,36.01.09,Pagelaran
53418,36.01.09.2001,Sukadame
53419,36.01.09.2002,Pagelaran
53420,36.01.09.2003,Surakarta
53421,36.01.09.2004,Montor
53422,36.01.09.2005,Kertasana
53423,36.01.09.2006,Bama
53424,36.01.09.2007,Margasana
53425,36.01.09.2008,Sindanglaya
53426,36.01.09.2009,Tegalpapak
53427,36.01.09.2010,Bulagor
53428,36.01.09.2011,Harapankarya
53429,36.01.09.2012,Senangsari
53430,36.01.09.2013,Margagiri
53431,36.01.10,Bojong
53432,36.01.10.2001,Mekarsari
53433,36.01.10.2002,Cijakan
53434,36.01.10.2003,Geredug
53435,36.01.10.2004,Bojong
53436,36.01.10.2005,Banyumas
53437,36.01.10.2006,Citumenggung
53438,36.01.10.2007,Manggungjaya
53439,36.01.10.2008,Cahayamekar
53440,36.01.11,Picung
53441,36.01.11.2001,Pasirsedang
53442,36.01.11.2002,Cililitan
53443,36.01.11.2003,Kadupandak
53444,36.01.11.2004,Kolelet
53445,36.01.11.2005,Ciherang
53446,36.01.11.2006,Bungurcopong
53447,36.01.11.2007,Pasirpanjang
53448,36.01.11.2008,Kadubera
53449,36.01.11.2009,Ganggaeng
53450,36.01.12,Labuan
53451,36.01.12.2001,Rancateureup
53452,36.01.12.2002,Labuan
53453,36.01.12.2003,Banyubiru
53454,36.01.12.2004,Caringin
53455,36.01.12.2010,Teluk
53456,36.01.12.2012,Cigondang
53457,36.01.12.2013,Kalanganyar
53458,36.01.12.2014,Sukamaju
53459,36.01.12.2015,Banyumekar
53460,36.01.13,Menes
53461,36.01.13.2001,Alaswangi
53462,36.01.13.2002,Tegalwangi
53463,36.01.13.2003,Kananga
53464,36.01.13.2004,Cigandeng
53465,36.01.13.2005,Menes
53466,36.01.13.2006,Muruy
53467,36.01.13.2010,Sukamanah
53468,36.01.13.2011,Purwaraja
53469,36.01.13.2012,Sindangkarya
53470,36.01.13.2013,Cilabanbulan
53471,36.01.13.2015,Kadupayung
53472,36.01.13.2016,Ramaya
53473,36.01.14,Saketi
53474,36.01.14.2001,Langensari
53475,36.01.14.2002,Medalsari
53476,36.01.14.2003,Majau
53477,36.01.14.2004,Sodong
53478,36.01.14.2005,Talagasari
53479,36.01.14.2006,Ciandur
53480,36.01.14.2007,Kadudampit
53481,36.01.14.2008,Wanagiri
53482,36.01.14.2009,Parigi
53483,36.01.14.2010,Mekarwangi
53484,36.01.14.2011,Saketi
53485,36.01.14.2012,Girijaya
53486,36.01.14.2013,Sindanghayu
53487,36.01.14.2014,Sukalangu
53488,36.01.15,Cipeucang
53489,36.01.15.2001,Palanyar
53490,36.01.15.2002,Baturanjang
53491,36.01.15.2003,Cikadueun
53492,36.01.15.2004,Koncang
53493,36.01.15.2005,Kadugadung
53494,36.01.15.2006,Parumasan
53495,36.01.15.2007,Curugbarang
53496,36.01.15.2008,Kalanggunung
53497,36.01.15.2009,Pasireurih
53498,36.01.15.2010,Pasirmae
53499,36.01.16,Jiput
53500,36.01.16.2001,Pamarayan
53501,36.01.16.2002,Jiput
53502,36.01.16.2003,Sukacai
53503,36.01.16.2004,Tenjolahang
53504,36.01.16.2005,Janaka
53505,36.01.16.2006,Sikulan
53506,36.01.16.2007,Citaman
53507,36.01.16.2008,Jayamekar
53508,36.01.16.2011,Sukamanah
53509,36.01.16.2012,Salapraya
53510,36.01.16.2013,Banyuresmi
53511,36.01.16.2014,Sampang Bitung
53512,36.01.16.2015,Babadsari
53513,36.01.17,Mandalawangi
53514,36.01.17.2001,Pandat
53515,36.01.17.2002,Cikoneng
53516,36.01.17.2003,Nembol
53517,36.01.17.2004,Kurungkambing
53518,36.01.17.2005,Mandalawangi
53519,36.01.17.2006,Sinarjaya
53520,36.01.17.2007,Sirnagalih
53521,36.01.17.2008,Cikumbuen
53522,36.01.17.2009,Ramea
53523,36.01.17.2010,Gunungsari
53524,36.01.17.2011,Panjangjaya
53525,36.01.17.2012,Giripawana
53526,36.01.17.2013,Mandalasari
53527,36.01.17.2014,Curuglemo
53528,36.01.17.2015,Pari
53529,36.01.18,Cimanuk
53530,36.01.18.2001,Cimanuk
53531,36.01.18.2002,Batubantar
53532,36.01.18.2003,Kadubungbang
53533,36.01.18.2004,Kupahandap
53534,36.01.18.2005,Dalembalar
53535,36.01.18.2006,Kadumadang
53536,36.01.18.2007,Rocek
53537,36.01.18.2008,Kadudodol
53538,36.01.18.2010,Gunungdatar
53539,36.01.18.2013,Sekong
53540,36.01.18.2015,Gunungcupu
53541,36.01.19,Kaduhejo
53542,36.01.19.2001,Campaka
53543,36.01.19.2002,Banyumundu
53544,36.01.19.2003,Mandalasari
53545,36.01.19.2004,Sukasari
53546,36.01.19.2005,Saninten
53547,36.01.19.2006,Palurahan
53548,36.01.19.2007,Sukamanah
53549,36.01.19.2008,Kadugemblo
53550,36.01.19.2009,Banjarsari
53551,36.01.19.2010,Ciputri
53552,36.01.20,Banjar
53553,36.01.20.2002,Citalahab
53554,36.01.20.2004,Kadulimus
53555,36.01.20.2005,Bandung
53556,36.01.20.2006,Mogana
53557,36.01.20.2007,Banjar
53558,36.01.20.2008,Gunungputri
53559,36.01.20.2010,Cibodas
53560,36.01.20.2011,Kadubale
53561,36.01.20.2012,Cibeureum
53562,36.01.20.2013,Kadumaneuh
53563,36.01.20.2014,Pasirawi
53564,36.01.21,Pandeglang
53565,36.01.21.1002,Kadomas
53566,36.01.21.1003,Babakan Kalanganyar
53567,36.01.21.1004,Kabayan
53568,36.01.21.1009,Pandeglang
53569,36.01.22,Cadasari
53570,36.01.22.2001,Kaduengang
53571,36.01.22.2002,Pasirpeuteuy
53572,36.01.22.2003,Kurungdahu
53573,36.01.22.2004,Kaduela
53574,36.01.22.2005,Koranji
53575,36.01.22.2006,Tapos
53576,36.01.22.2007,Cadasari
53577,36.01.22.2008,Ciinjuk
53578,36.01.22.2009,Kaungcaang
53579,36.01.22.2010,Cikentrung
53580,36.01.22.2013,Tanagara
53581,36.01.23,Cisata
53582,36.01.23.2001,Rawasari
53583,36.01.23.2002,Pasireurih
53584,36.01.23.2003,Kaduronyok
53585,36.01.23.2004,Cibarani
53586,36.01.23.2005,Cisereh
53587,36.01.23.2006,Kubangkondang
53588,36.01.23.2007,Kondangjaya
53589,36.01.23.2008,Ciherangjaya
53590,36.01.23.2009,Palembang
53591,36.01.24,Patia
53592,36.01.24.2006,Turus
53593,36.01.24.2008,Patia
53594,36.01.24.2009,Pasirgadung
53595,36.01.24.2010,Cimoyan
53596,36.01.24.2011,Idaman
53597,36.01.24.2014,Babakankeusik
53598,36.01.24.2015,Surianeun
53599,36.01.24.2017,Rahayu
53600,36.01.24.2018,Ciawi
53601,36.01.24.2020,Simpangtiga
53602,36.01.25,Karang Tanjung
53603,36.01.25.1001,Kadumerak
53604,36.01.25.1002,Cigadung
53605,36.01.25.1003,Pagadungan
53606,36.01.25.1014,Juhut
53607,36.01.26,Cikedal
53608,36.01.26.2001,Karyasari
53609,36.01.26.2002,Tegal
53610,36.01.26.2003,Cipicung
53611,36.01.26.2004,Dahu
53612,36.01.26.2005,Babakanlor
53613,36.01.26.2006,Karyautama
53614,36.01.26.2007,Mekarjaya
53615,36.01.26.2008,Padahayu
53616,36.01.26.2009,Cening
53617,36.01.26.2010,Bangkuyung
53618,36.01.27,Cibitung
53619,36.01.27.2001,Sindangkerta
53620,36.01.27.2002,Manglid
53621,36.01.27.2003,Cikiruh
53622,36.01.27.2004,Cikadu
53623,36.01.27.2005,Kiarapayung
53624,36.01.27.2006,Kutakarang
53625,36.01.27.2007,Citeluk
53626,36.01.27.2008,Kiarajangkung
53627,36.01.27.2009,Cikalong
53628,36.01.27.2010,Malangnengah
53629,36.01.28,Carita
53630,36.01.28.2001,Banjarmasin
53631,36.01.28.2002,Carita
53632,36.01.28.2003,Sukarame
53633,36.01.28.2004,Sukanegara
53634,36.01.28.2005,Cinoyong
53635,36.01.28.2006,Pejamben
53636,36.01.28.2007,Sukajadi
53637,36.01.28.2008,Kawoyang
53638,36.01.28.2009,Tembong
53639,36.01.28.2010,Sindanglaut
53640,36.01.29,Sukaresmi
53641,36.01.29.2001,Seuseupan
53642,36.01.29.2002,Karyasari
53643,36.01.29.2003,Perdana
53644,36.01.29.2004,Sukaresmi
53645,36.01.29.2005,Pasirkadu
53646,36.01.29.2006,Kubangkampil
53647,36.01.29.2007,Sidamukti
53648,36.01.29.2008,Cibungur
53649,36.01.29.2009,Weru
53650,36.01.29.2010,Cikuya
53651,36.01.30,Mekarjaya
53652,36.01.30.2001,Kadubelang
53653,36.01.30.2002,Pareang
53654,36.01.30.2003,Warasinga
53655,36.01.30.2004,Rancabugel
53656,36.01.30.2005,Kadujangkung
53657,36.01.30.2006,Medong
53658,36.01.30.2007,Sukamulya
53659,36.01.30.2008,Mekarjaya
53660,36.01.31,Sindangresmi
53661,36.01.31.2001,Ciodeng
53662,36.01.31.2002,Pasirtenjo
53663,36.01.31.2003,Bojongmanik
53664,36.01.31.2004,Cempakawarna
53665,36.01.31.2005,Pasirloa
53666,36.01.31.2006,Pasirlancar
53667,36.01.31.2007,Sidangresmi
53668,36.01.31.2008,Pasirdurung
53669,36.01.31.2009,Kadumalati
53670,36.01.32,Pulosari
53671,36.01.32.2001,Koranji
53672,36.01.32.2002,Banjarwangi
53673,36.01.32.2003,Sukasari
53674,36.01.32.2004,Karyawangi
53675,36.01.32.2005,Sukaraja
53676,36.01.32.2006,Kaduhejo
53677,36.01.32.2007,Banjarnegara
53678,36.01.32.2008,Sanghiangdengdek
53679,36.01.32.2009,Cilentung
53680,36.01.33,Koroncong
53681,36.01.33.2001,Sukajaya
53682,36.01.33.2002,Awilega
53683,36.01.33.2003,Gerendong
53684,36.01.33.2004,Koroncong
53685,36.01.33.2005,Pakuluran
53686,36.01.33.2006,Setrajaya
53687,36.01.33.2007,Karangsetra
53688,36.01.33.2008,Paniis
53689,36.01.33.2009,Bangkonol
53690,36.01.33.2010,Pasirjaksa
53691,36.01.33.2011,Pasirkarag
53692,36.01.33.2012,Tegalongok
53693,36.01.34,Majasari
53694,36.01.34.1001,Sukaratu
53695,36.01.34.1002,Karaton
53696,36.01.34.1003,Saruni
53697,36.01.34.1004,Pagerbatu
53698,36.01.34.1005,Cilaja
53699,36.01.35,Sobang
53700,36.01.35.2001,Cimanis
53701,36.01.35.2002,Teluklada
53702,36.01.35.2003,Kertaraharja
53703,36.01.35.2004,Bojen
53704,36.01.35.2005,Kutamekar
53705,36.01.35.2006,Sobang
53706,36.01.35.2007,Pangkalan
53707,36.01.35.2008,Bojenwetan
53708,36.02,KAB. LEBAK
53709,36.02.01,Malingping
53710,36.02.01.2002,Cilangkahan
53711,36.02.01.2003,Pagelaran
53712,36.02.01.2004,Sukaraja
53713,36.02.01.2005,Malingping Utara
53714,36.02.01.2006,Bolang
53715,36.02.01.2009,Cipeundeuy
53716,36.02.01.2013,Rahong
53717,36.02.01.2014,Kadujajar
53718,36.02.01.2016,Kersaratu
53719,36.02.01.2018,Malingping Selatan
53720,36.02.01.2019,Sumberwaras
53721,36.02.01.2023,Sukamanah
53722,36.02.01.2024,Senanghati
53723,36.02.01.2026,Sangiang
53724,36.02.02,Panggarangan
53725,36.02.02.2002,Panggarangan
53726,36.02.02.2003,Jatake
53727,36.02.02.2004,Sogong
53728,36.02.02.2005,Cimandiri
53729,36.02.02.2009,Gununggede
53730,36.02.02.2010,Situregen
53731,36.02.02.2011,Mekarjaya
53732,36.02.02.2014,Sindangratu
53733,36.02.02.2017,Hegarmanah
53734,36.02.02.2018,Sukajadi
53735,36.02.02.2019,Cibarengkok
53736,36.02.03,Bayah
53737,36.02.03.2001,Bayah Barat
53738,36.02.03.2002,Sawarna
53739,36.02.03.2006,Cidikit
53740,36.02.03.2007,Suwakan
53741,36.02.03.2008,Cimancak
53742,36.02.03.2011,Darmasari
53743,36.02.03.2013,Bayah Timur
53744,36.02.03.2014,Cisuren
53745,36.02.03.2016,Pasirgombong
53746,36.02.03.2017,Sawarna Timur
53747,36.02.03.2018,Pamubulan
53748,36.02.04,Cipanas
53749,36.02.04.2002,Cipanas
53750,36.02.04.2003,Girilaya
53751,36.02.04.2004,Malangsari
53752,36.02.04.2005,Bintangresmi
53753,36.02.04.2006,Talagahiyang
53754,36.02.04.2007,Luhurjaya
53755,36.02.04.2008,Haurgajrug
53756,36.02.04.2009,Giriharja
53757,36.02.04.2010,Sukasari
53758,36.02.04.2013,Jayapura
53759,36.02.04.2014,Sipayung
53760,36.02.04.2015,Bintangsari
53761,36.02.04.2016,Pasirhaur
53762,36.02.04.2020,Harumsari
53763,36.02.05,Muncang
53764,36.02.05.2003,Pasireurih
53765,36.02.05.2004,Ciminyak
53766,36.02.05.2005,Muncang
53767,36.02.05.2006,Leuwicoo
53768,36.02.05.2007,Sindangwangi
53769,36.02.05.2008,Cikarang
53770,36.02.05.2012,Sukanagara
53771,36.02.05.2013,Pasirnangka
53772,36.02.05.2018,Jagaraksa
53773,36.02.05.2019,Tanjungwangi
53774,36.02.05.2020,Mekarwangi
53775,36.02.05.2021,Girijagabaya
53776,36.02.06,Leuwidamar
53777,36.02.06.2001,Kanekes
53778,36.02.06.2002,Cisimeut
53779,36.02.06.2003,Cibungur
53780,36.02.06.2004,Leuwidamar
53781,36.02.06.2005,Lebakparahiang
53782,36.02.06.2006,Sangkanwangi
53783,36.02.06.2007,Nayagati
53784,36.02.06.2008,Bojongmenteng
53785,36.02.06.2009,Margawangi
53786,36.02.06.2010,Wantisari
53787,36.02.06.2011,Jalupangmulya
53788,36.02.06.2012,Cisimeut Raya
53789,36.02.07,Bojongmanik
53790,36.02.07.2004,Bojongmanik
53791,36.02.07.2007,Harjawana
53792,36.02.07.2008,Kadurahayu
53793,36.02.07.2009,Cimayang
53794,36.02.07.2010,Parakanbeusi
53795,36.02.07.2012,Keboncau
53796,36.02.07.2014,Mekarmanik
53797,36.02.07.2016,Mekar Rahayu
53798,36.02.07.2017,Pasirbitung
53799,36.02.08,Gunungkencana
53800,36.02.08.2001,Gunungkencana
53801,36.02.08.2002,Cimanyangray
53802,36.02.08.2003,Gunungkendeng
53803,36.02.08.2004,Cisampang
53804,36.02.08.2005,Ciginggang
53805,36.02.08.2006,Ciakar
53806,36.02.08.2007,Cicaringin
53807,36.02.08.2008,Bulakan
53808,36.02.08.2009,Sukanegara
53809,36.02.08.2010,Bojongkoneng
53810,36.02.08.2011,Kramatjaya
53811,36.02.08.2012,Tanjungsari Indah
53812,36.02.09,Banjarsari
53813,36.02.09.2001,Kerta
53814,36.02.09.2002,Bojongjuruh
53815,36.02.09.2003,Leuwiipuh
53816,36.02.09.2004,Lebakkeusik
53817,36.02.09.2005,Cilegongilir
53818,36.02.09.2006,Keusik
53819,36.02.09.2007,Cibaturkeusik
53820,36.02.09.2009,Kumpay
53821,36.02.09.2010,Jalupanggirang
53822,36.02.09.2011,Bendungan
53823,36.02.09.2012,Kertaraharja
53824,36.02.09.2013,Cisampih
53825,36.02.09.2014,Gunungsari
53826,36.02.09.2015,Tamansari
53827,36.02.09.2016,Cidahu
53828,36.02.09.2017,Ciruji
53829,36.02.09.2018,Kaduhauk
53830,36.02.09.2019,Labanjaya
53831,36.02.09.2020,Umbuljaya
53832,36.02.09.2021,Kertarahayu
53833,36.02.10,Cileles
53834,36.02.10.2001,Pasindangan
53835,36.02.10.2002,Parungkujang
53836,36.02.10.2003,Cileles
53837,36.02.10.2004,Cikareo
53838,36.02.10.2005,Cipadang
53839,36.02.10.2006,Gumuruh
53840,36.02.10.2007,Prabugantungan
53841,36.02.10.2008,Daroyon
53842,36.02.10.2009,Margamulya
53843,36.02.10.2010,Mekarjaya
53844,36.02.10.2011,Kujangsari
53845,36.02.10.2012,Banjarsari
53846,36.02.11,Cimarga
53847,36.02.11.2001,Sarageni
53848,36.02.11.2002,Gununganten
53849,36.02.11.2003,Sudamanik
53850,36.02.11.2004,Tambak
53851,36.02.11.2005,Cimarga
53852,36.02.11.2006,Karyajaya
53853,36.02.11.2007,Margajaya
53854,36.02.11.2008,Jayamanik
53855,36.02.11.2009,Margaluyu
53856,36.02.11.2010,Margatirta
53857,36.02.11.2011,Intenjaya
53858,36.02.11.2012,Mekarjaya
53859,36.02.11.2013,Jayasari
53860,36.02.11.2014,Girimukti
53861,36.02.11.2015,Sangkanmanik
53862,36.02.11.2016,Sangiangjaya
53863,36.02.11.2017,Mekarmulya
53864,36.02.12,Sajira
53865,36.02.12.2001,Maraya
53866,36.02.12.2002,Sajira
53867,36.02.12.2003,Sukarame
53868,36.02.12.2004,Calungbungur
53869,36.02.12.2005,Parungsari
53870,36.02.12.2006,Sindangsari
53871,36.02.12.2007,Mekarsari
53872,36.02.12.2008,Sukamarga
53873,36.02.12.2009,Pajagan
53874,36.02.12.2010,Sukajaya
53875,36.02.12.2011,Sajira Mekar
53876,36.02.12.2012,Paja
53877,36.02.12.2013,Margaluyu
53878,36.02.12.2014,Bungurmekar
53879,36.02.12.2015,Ciuyah
53880,36.02.13,Maja
53881,36.02.13.2005,Tanjungsari
53882,36.02.13.2006,Maja
53883,36.02.13.2007,Sangiang
53884,36.02.13.2008,Binong
53885,36.02.13.2009,Gubugan Cibeureum
53886,36.02.13.2011,Mekarsari
53887,36.02.13.2012,Padasuka
53888,36.02.13.2015,Curugbadak
53889,36.02.13.2016,Sindangmulya
53890,36.02.13.2018,Cilangkap
53891,36.02.13.2020,Pasirkembang
53892,36.02.13.2021,Pasirkecapi
53893,36.02.13.2022,Buyut Mekar
53894,36.02.13.2023,Maja Baru
53895,36.02.14,Rangkasbitung
53896,36.02.14.2001,Pasirtanjung
53897,36.02.14.1002,Rangkasbitung Barat
53898,36.02.14.1006,Cijoro Lebak
53899,36.02.14.1007,Muara Ciujung Barat
53900,36.02.14.1008,Cijoro Pasir
