,code,region
13606,13.02.03.2001,Lolo
13607,13.02.03.2002,Surian
13608,13.02.04,Lembah Gumanti
13609,13.02.04.2001,Alahan Panjang
13610,13.02.04.2002,Sungai Nanam
13611,13.02.04.2003,Salimpat
13612,13.02.04.2004,Aie Dingin
13613,13.02.05,Payung Sekaki
13614,13.02.05.2001,Supayang
13615,13.02.05.2002,Sirukam
13616,13.02.05.2003,Aie Luo
13617,13.02.06,Lembang Jaya
13618,13.02.06.2001,Batu Banyak
13619,13.02.06.2002,Batu Bajanjang
13620,13.02.06.2003,Koto Laweh
13621,13.02.06.2004,Limau Lunggo
13622,13.02.06.2005,Koto Gadang Koto Anau
13623,13.02.06.2006,Selayo Tanang B. Sileh
13624,13.02.07,Gunung Talang
13625,13.02.07.2001,Cupak
13626,13.02.07.2002,Talang
13627,13.02.07.2003,Koto Gadang Guguak
13628,13.02.07.2004,Jawi Jawi
13629,13.02.07.2005,Sungai Janiah
13630,13.02.07.2006,Batang Barus
13631,13.02.07.2007,Aie Batumbuak
13632,13.02.07.2008,Koto Gaek Guguk
13633,13.02.08,Bukit Sundi
13634,13.02.08.2001,Muaro Paneh
13635,13.02.08.2002,Kinari
13636,13.02.08.2003,Bukit Tandang
13637,13.02.08.2004,Parambahan
13638,13.02.08.2005,Dilam
13639,13.02.09,IX Koto Sungai Lasi
13640,13.02.09.2001,Taruang-Taruang
13641,13.02.09.2002,Siaro-Aro
13642,13.02.09.2003,Pianggu
13643,13.02.09.2004,Sungai Durian
13644,13.02.09.2005,Bukik Bais
13645,13.02.09.2006,Sungai Jambur
13646,13.02.09.2007,Guguak Sarai
13647,13.02.09.2008,Koto Laweh
13648,13.02.09.2009,Indudur
13649,13.02.10,Kubung
13650,13.02.10.2001,Koto Baru
13651,13.02.10.2002,Selayo
13652,13.02.10.2003,Panyakalan
13653,13.02.10.2004,Gaung
13654,13.02.10.2005,Gantuang Ciri
13655,13.02.10.2006,Saok Laweh
13656,13.02.10.2007,Koto Hilalang
13657,13.02.10.2008,Tanjung Bingkung
13658,13.02.11,X Koto Singkarak
13659,13.02.11.2001,Sumani
13660,13.02.11.2002,Tikalak
13661,13.02.11.2003,Koto Sani
13662,13.02.11.2004,Singkarak
13663,13.02.11.2005,Aripan
13664,13.02.11.2006,Kacang
13665,13.02.11.2007,Tanjung Alai
13666,13.02.11.2008,Saniangbaka
13667,13.02.12,X Koto Diatas
13668,13.02.12.2001,Sulit Air
13669,13.02.12.2002,Tanjung Balik
13670,13.02.12.2003,Paninjauan
13671,13.02.12.2004,Kuncir
13672,13.02.12.2005,Katialo
13673,13.02.12.2006,Pasilihan
13674,13.02.12.2007,Bukit Kanduang
13675,13.02.12.2008,Sibarambang
13676,13.02.12.2009,Labuh Panjang
13677,13.02.13,Junjung Sirih
13678,13.02.13.2001,Paninggahan
13679,13.02.13.2002,Muaro Pingai
13680,13.02.17,Hiliran Gumanti
13681,13.02.17.2001,Talang Babungo
13682,13.02.17.2002,Sariak Alahan Tigo
13683,13.02.17.2003,Sungai Abu
13684,13.02.18,Tigo Lurah
13685,13.02.18.2001,Rangkiang Luluih
13686,13.02.18.2002,Batu Bajanjang
13687,13.02.18.2003,Garabak Data
13688,13.02.18.2004,Tanjung Balik Sumiso
13689,13.02.18.2005,Simanau
13690,13.02.19,Danau Kembar
13691,13.02.19.2001,Simpang Tj. Nan IV
13692,13.02.19.2002,Kampung Batu Dalam
13693,13.03,KAB. SIJUNJUNG
13694,13.03.03,Tanjung Gadang
13695,13.03.03.2001,Timbulun
13696,13.03.03.2002,Tanjung Gadang
13697,13.03.03.2003,Taratak Baru
13698,13.03.03.2004,Pulasan
13699,13.03.03.2005,Langki
13700,13.03.03.2006,Sibakur
13701,13.03.03.2007,Tanjung Lolo
13702,13.03.03.2008,Taratak Baru Utara
13703,13.03.03.2009,Sinyamu
13704,13.03.04,Sijunjung
13705,13.03.04.2001,Muaro
13706,13.03.04.2002,Kandang Baru
13707,13.03.04.2003,Silokek
13708,13.03.04.2004,Pematang Panjang
13709,13.03.04.2005,Solok Ambah
13710,13.03.04.2006,Paru
13711,13.03.04.2007,Durian Gadang
13712,13.03.04.2008,Aie Angek
13713,13.03.04.2009,Sijunjung
13714,13.03.05,IV Nagari
13715,13.03.05.2001,Palangki
13716,13.03.05.2002,Koto Baru
13717,13.03.05.2003,Muaro Bodi
13718,13.03.05.2004,Mundam Sakti
13719,13.03.05.2005,Koto Tuo
13720,13.03.06,Kamang Baru
13721,13.03.06.2001,Sungai Lansek
13722,13.03.06.2002,Kamang
13723,13.03.06.2003,Muaro Takuang
13724,13.03.06.2004,Aie Amo
13725,13.03.06.2005,Sungai Batuang
13726,13.03.06.2006,Kunangan Parik Rantang
13727,13.03.06.2007,Tanjung Kaliang
13728,13.03.06.2008,Padang Tarok
13729,13.03.06.2009,Siaur
13730,13.03.06.2010,Lubuk Tarantang
13731,13.03.06.2011,Maloro
13732,13.03.07,Lubuak Tarok
13733,13.03.07.2001,Lubuak Tarok
13734,13.03.07.2002,Lalan
13735,13.03.07.2003,Buluah Kasok
13736,13.03.07.2004,Kampung Dalam
13737,13.03.07.2005,Silongo
13738,13.03.07.2006,Latang
13739,13.03.08,Koto VII
13740,13.03.08.2001,Limo Koto
13741,13.03.08.2002,Palaluar
13742,13.03.08.2003,Guguak
13743,13.03.08.2004,Padang Laweh
13744,13.03.08.2005,Tanjung
13745,13.03.08.2006,Bukit Bual
13746,13.03.09,Sumpur Kudus
13747,13.03.09.2001,Silantai
13748,13.03.09.2002,Sisawah
13749,13.03.09.2003,Unggan
13750,13.03.09.2004,Tanjung Bonai Aur
13751,13.03.09.2005,Sumpur Kudus
13752,13.03.09.2006,Tamparungo
13753,13.03.09.2007,Kumanis
13754,13.03.09.2008,Manganti
13755,13.03.09.2009,Sumpur Kudus Selatan
13756,13.03.09.2010,Tanjung Labuah
13757,13.03.09.2011,Tanjung Bonai Aur Selatan
13758,13.03.10,Kupitan
13759,13.03.10.2001,Batu Manjulur
13760,13.03.10.2002,Pamuatan
13761,13.03.10.2003,Padang Sibusuk
13762,13.03.10.2004,Desa Kampung Baru
13763,13.04,KAB. TANAH DATAR
13764,13.04.01,X Koto
13765,13.04.01.2001,Tambangan
13766,13.04.01.2002,Jaho
13767,13.04.01.2003,Singgalang
13768,13.04.01.2004,Paninjauan
13769,13.04.01.2005,Panyalaian
13770,13.04.01.2006,Koto Laweh
13771,13.04.01.2007,Aie Angek
13772,13.04.01.2008,Pandai Sikek
13773,13.04.01.2009,Koto Baru
13774,13.04.02,Batipuh
13775,13.04.02.2001,Andaleh
13776,13.04.02.2002,Sabu
13777,13.04.02.2003,Batipuah Ateh
13778,13.04.02.2004,Batipuah Baruah
13779,13.04.02.2005,Gunuang Rajo
13780,13.04.02.2006,Pitalah
13781,13.04.02.2007,Tanjuang Barulak
13782,13.04.02.2008,Bungo Tanjuang
13783,13.04.03,Rambatan
13784,13.04.03.2001,Simawang
13785,13.04.03.2002,Balimbiang
13786,13.04.03.2003,III Koto
13787,13.04.03.2004,Padang Magek
13788,13.04.03.2005,Rambatan
13789,13.04.04,Lima Kaum
13790,13.04.04.2001,Baringin
13791,13.04.04.2002,Limo Kaum
13792,13.04.04.2003,Parambahan
13793,13.04.04.2004,Cubadak
13794,13.04.04.2005,Labuh
13795,13.04.05,Tanjung Emas
13796,13.04.05.2001,Tanjung Barulak
13797,13.04.05.2002,Saruaso
13798,13.04.05.2003,Koto Tangah
13799,13.04.05.2004,Pagaruyung
13800,13.04.06,Lintau Buo
13801,13.04.06.2001,Taluak
13802,13.04.06.2002,Buo
13803,13.04.06.2003,Tigo Jangko
13804,13.04.06.2004,Pangian
13805,13.04.07,Sungayang
13806,13.04.07.2001,Sungai Patai
13807,13.04.07.2002,Andaleh Baruh Bukik
13808,13.04.07.2003,Tanjung
13809,13.04.07.2004,Sungayang
13810,13.04.07.2005,Minang Kabau
13811,13.04.08,Sungai Tarab
13812,13.04.08.2001,Simpuruik
13813,13.04.08.2002,Sungai Tarab
13814,13.04.08.2003,Gurun
13815,13.04.08.2004,Talang Tangah
13816,13.04.08.2005,Padang Laweh
13817,13.04.08.2006,Pasie Laweh
13818,13.04.08.2007,Koto Tuo
13819,13.04.08.2008,Rao Rao
13820,13.04.08.2009,Kumango
13821,13.04.08.2010,Koto Baru
13822,13.04.09,Pariangan
13823,13.04.09.2001,Batu Basa
13824,13.04.09.2002,Tabek
13825,13.04.09.2003,Sawah Tangah
13826,13.04.09.2004,Simabur
13827,13.04.09.2005,Pariangan
13828,13.04.09.2006,Sungai Jambu
13829,13.04.10,Salimpaung
13830,13.04.10.2001,Sumanik
13831,13.04.10.2002,Situmbuk
13832,13.04.10.2003,Lawang Mandahiling
13833,13.04.10.2004,Supayang
13834,13.04.10.2005,Salimpaung
13835,13.04.10.2006,Tabek Patah
13836,13.04.11,Padang Ganting
13837,13.04.11.2001,Atar
13838,13.04.11.2002,Padang Ganting
13839,13.04.12,Tanjuang Baru
13840,13.04.12.2001,Tanjuang Alam
13841,13.04.12.2002,Barulak
13842,13.04.13,Lintau Buo Utara
13843,13.04.13.2001,Batu Bulek
13844,13.04.13.2002,Balai Tangah
13845,13.04.13.2003,Tanjuang Bonai
13846,13.04.13.2004,Lubuak Jantan
13847,13.04.13.2005,Tapi Selo
13848,13.04.14,Batipuah Selatan
13849,13.04.14.2001,Batu Taba
13850,13.04.14.2002,Sumpur
13851,13.04.14.2003,Padang Laweh Malalo
13852,13.04.14.2004,Guguak Malalo
13853,13.05,KAB. PADANG PARIAMAN
13854,13.05.01,Lubuk Alung
13855,13.05.01.2001,Lubuk Alung
13856,13.05.01.2002,Pungguang Kasiak Lubuk Alung
13857,13.05.01.2003,Pasie Laweh Lubuk Alung
13858,13.05.01.2004,Aie Tajun Lubuk Alung
13859,13.05.01.2005,Sikabu Lubuk Alung
13860,13.05.01.2006,Sungai Abang Lubuk Alung
13861,13.05.01.2007,Singguliang Lubuk Alung
13862,13.05.01.2008,Salibutan Lubuk Alung
13863,13.05.01.2009,Nagari Balah Hilia Lubuk Alung
13864,13.05.02,Batang Anai
13865,13.05.02.2001,Katapiang
13866,13.05.02.2002,Kasang
13867,13.05.02.2003,Sungai Buluah
13868,13.05.02.2004,Buayan Lubuk Alung
13869,13.05.02.2005,Sungai Buluah Timur
13870,13.05.02.2006,Sungai Buluah Barat
13871,13.05.02.2007,Sungai Buluah Utara
13872,13.05.02.2008,Sungai Buluah Selatan
13873,13.05.03,Nan Sabaris
13874,13.05.03.2001,Kapalo Koto
13875,13.05.03.2002,Pauh Kambar
13876,13.05.03.2003,Padang Bintungan
13877,13.05.03.2004,Kurai Taji
13878,13.05.03.2005,Sunua
13879,13.05.03.2006,Padang Kandang Pulau Air Padang
13880,13.05.03.2007,Sunua Tengah
13881,13.05.03.2008,Sunua Barat
13882,13.05.03.2009,Kurai Taji Timur
13883,13.05.04,2 x 11 Enam Lingkuang
13884,13.05.04.2002,Sicincin
13885,13.05.04.2003,Lubuk Pandan
13886,13.05.04.2004,Sungai Asam
13887,13.05.05,VII Koto Sungai Sarik
13888,13.05.05.2001,Balah Aie
13889,13.05.05.2002,Sungai Sariak
13890,13.05.05.2003,Lurah Ampalu
13891,13.05.05.2004,Lareh Nan Panjang
13892,13.05.05.2005,Lareh Nan Panjang Selatan
13893,13.05.05.2006,Lareh Nan Panjang Barat
13894,13.05.05.2007,Bisati Sungai Sariak
13895,13.05.05.2008,Ambuang Kapua Sungai Sariak
13896,13.05.05.2009,Lareh Nan Panjang Sungai Sariak
13897,13.05.05.2010,Limpato Sungai Sariak
13898,13.05.05.2011,Balah Aie Utara
13899,13.05.05.2012,Balah Aie Timur
13900,13.05.06,V Koto Kampung Dalam
13901,13.05.06.2001,Campago
13902,13.05.06.2002,Sikucua
13903,13.05.06.2003,Campago Barat
13904,13.05.06.2004,Campago Selatan
13905,13.05.06.2005,Sikucua Utara
13906,13.05.06.2006,Sikucua Timur
13907,13.05.06.2007,Sikucua Tengah
13908,13.05.06.2008,Sikucua Barat
13909,13.05.07,Sungai Garingging
13910,13.05.07.2001,Kuranji Hulu
13911,13.05.07.2002,Malai III Koto
13912,13.05.07.2003,Batu Gadang Kuranji Hulu
13913,13.05.07.2004,Sungai Sirah Kuranji Hulu
13914,13.05.08,Sungai Limau
13915,13.05.08.2001,Kuranji Hilir
13916,13.05.08.2002,Pilubang
13917,13.05.08.2003,Guguak Kuranji Hilir
13918,13.05.08.2004,Koto Tinggi Kuranji Hilir
13919,13.05.09,IV Koto Aur Malintang
13920,13.05.09.2001,III Koto Aur Malintang
13921,13.05.09.2002,III Koto Aur Malintang Utara
13922,13.05.09.2003,III Koto Aur Malintang Timur
13923,13.05.09.2004,III Koto Aur Malintang Selatan
13924,13.05.09.2005,Balai Baiak Malai III Koto
13925,13.05.10,Ulakan Tapakih
13926,13.05.10.2001,Tapakih
13927,13.05.10.2002,Ulakan
13928,13.05.10.2003,Padang Toboh Ulakan
13929,13.05.10.2004,Sungai Gimba Ulakan
13930,13.05.10.2005,Seulayat Ulakan
13931,13.05.10.2006,Manggopoh Palak Gadang Ulakan
13932,13.05.10.2007,Sandi Ulakan
13933,13.05.10.2008,Kampuang Gelapuang Ulakan
13934,13.05.11,Sintuak Toboh Gadang
13935,13.05.11.2001,Sintuak
13936,13.05.11.2002,Toboh Gadang
13937,13.05.11.2003,Toboh Gadang Selatan
13938,13.05.11.2004,Toboh Gadang Barat
13939,13.05.11.2005,Toboh Gadang Timur
13940,13.05.12,Padang Sago
13941,13.05.12.2001,Koto Baru
13942,13.05.12.2002,Koto Dalam
13943,13.05.12.2003,Batu Kalang
13944,13.05.12.2004,Koto Dalam Barat
13945,13.05.12.2005,Koto Dalam Selatan
13946,13.05.12.2006,Batu Kalang Utara
13947,13.05.13,Batang Gasan
13948,13.05.13.2001,Malai V Suku
13949,13.05.13.2002,Gasan Gadang
13950,13.05.13.2003,Malai V Suku Timur
13951,13.05.14,V Koto Timur
13952,13.05.14.2001,Kudu Gantiang
13953,13.05.14.2002,Limau Puruik
13954,13.05.14.2003,Gunung Padang Alai
13955,13.05.14.2004,Kudu Gantiang Barat
13956,13.05.15,2 x 11 Kayu Tanam
13957,13.05.15.2001,Kayu Tanam
13958,13.05.15.2002,Guguak
13959,13.05.15.2003,Anduriang
13960,13.05.15.2004,Kapalo Hilalang
13961,13.05.16,Patamuan
13962,13.05.16.2001,Sungai Durian
13963,13.05.16.2002,Tandikek
13964,13.05.16.2003,Tandikek Utara
13965,13.05.16.2004,Tandikek Selatan
13966,13.05.16.2005,Tandikek Barat
13967,13.05.16.2006,Kampuang Tanjuang Koto Mambang Sungai
13968,13.05.17,Enam Lingkung
13969,13.05.17.2001,Pakandangan
13970,13.05.17.2002,Koto Tinggi
13971,13.05.17.2003,Toboh Ketek
13972,13.05.17.2004,Parit Malintang
13973,13.05.17.2005,Gadur
13974,13.06,KAB. AGAM
13975,13.06.01,Tanjung Mutiara
13976,13.06.01.2001,Tiku Selatan
13977,13.06.01.2002,Tiku Utara
13978,13.06.01.2003,Tiku Limo Jorong
13979,13.06.02,Lubuk Basung
13980,13.06.02.2001,Lubuk Basung
13981,13.06.02.2002,Geragahan
13982,13.06.02.2003,Kampung Pinang
13983,13.06.02.2004,Kampung Tangah
13984,13.06.02.2005,Manggopoh
13985,13.06.03,Tanjung Raya
13986,13.06.03.2001,Tanjung Sani
13987,13.06.03.2002,Sungai Batang
13988,13.06.03.2003,Maninjau
13989,13.06.03.2004,Bayua
13990,13.06.03.2006,Koto Kaciak
13991,13.06.03.2007,Duo Koto
13992,13.06.03.2008,Koto Gadang
13993,13.06.03.2009,Koto Malintang
13994,13.06.03.2010,Paninjauan
13995,13.06.04,Matur
13996,13.06.04.2001,Matua Hilia
13997,13.06.04.2002,Matua Mudiak
13998,13.06.04.2003,Tigo Balai
13999,13.06.04.2004,Lawang
14000,13.06.04.2005,Parik Panjang
14001,13.06.04.2006,Panta Pauh
14002,13.06.05,IV Koto
14003,13.06.05.2002,Sungai Landia
14004,13.06.05.2003,Balingka
14005,13.06.05.2004,Koto Tuo
14006,13.06.05.2005,Guguk Tabek Sarajo
14007,13.06.05.2006,Koto Panjang
14008,13.06.05.2007,Sianok Anam Suku
14009,13.06.05.2008,Koto Gadang
14010,13.06.06,Banuhampu
14011,13.06.06.2001,Padang Lua
14012,13.06.06.2002,Taluak Ampek Suku
14013,13.06.06.2003,Pakan Sinayan
14014,13.06.06.2004,Kubang Putiah
14015,13.06.06.2005,Ladang Laweh
14016,13.06.06.2006,Cingkariang
14017,13.06.06.2007,Sungai Tanang
14018,13.06.07,Ampek Angkek
14019,13.06.07.2001,Batu Taba
14020,13.06.07.2002,Biaro Gadang
14021,13.06.07.2003,Lambah
14022,13.06.07.2004,Panampung
14023,13.06.07.2005,Ampang Gadang
14024,13.06.07.2006,Pasia
14025,13.06.07.2008,Balai Gurah
14026,13.06.08,Baso
14027,13.06.08.2001,Koto Tinggi
14028,13.06.08.2002,Tabek Panjang
14029,13.06.08.2004,Simarasok
14030,13.06.08.2005,Padang Tarok
14031,13.06.08.2006,Salo
14032,13.06.08.2007,Koto Baru
14033,13.06.09,Tilatang Kamang
14034,13.06.09.2001,Koto Tangah
14035,13.06.09.2003,Gadut
14036,13.06.09.2004,Kapau
14037,13.06.10,Palupuh
14038,13.06.10.2001,Koto Rantang
14039,13.06.10.2002,Pasia Laweh
14040,13.06.10.2003,Pagadih
14041,13.06.10.2004,Nan Tujuah
14042,13.06.11,Pelembayan
14043,13.06.11.2001,Baringin
14044,13.06.11.2002,Sipinang
14045,13.06.11.2003,Sungai Puar
14046,13.06.11.2004,Ampek Koto Palembayan
14047,13.06.11.2005,Tigo Koto Silungkang
14048,13.06.11.2006,Salareh Aia
14049,13.06.12,Sungai Pua
14050,13.06.12.2001,Padang Laweh
14051,13.06.12.2002,Sungai Pua
14052,13.06.12.2003,Batagak
14053,13.06.12.2004,Batu Palano
14054,13.06.12.2005,Sariak
14055,13.06.13,Ampek Nagari
14056,13.06.13.2001,Batu Kambing
14057,13.06.13.2002,Sitalang
14058,13.06.13.2003,Bawan
14059,13.06.13.2004,Sitanang
14060,13.06.14,Candung
14061,13.06.14.2001,Canduang Koto Laweh
14062,13.06.14.2002,Lasi
14063,13.06.14.2003,Bukik Batabuah
14064,13.06.15,Kamang Magek
14065,13.06.15.2001,Magek
14066,13.06.15.2002,Kamang Hilia
14067,13.06.15.2003,Kamang Mudiak
14068,13.06.16,Malalak
14069,13.06.16.2001,Malalak Utara
14070,13.06.16.2002,Malalak Timur
14071,13.06.16.2003,Malalak Selatan
14072,13.06.16.2004,Malalak Barat
14073,13.07,KAB. LIMA PULUH KOTA
14074,13.07.01,Suliki
14075,13.07.01.2001,Kurai
14076,13.07.01.2002,Sungai Rimbang
14077,13.07.01.2003,Tanjuang Bungo
14078,13.07.01.2004,Suliki
14079,13.07.01.2005,Limbanang
14080,13.07.01.2006,Andiang
14081,13.07.02,Guguak
14082,13.07.02.2001,Guguak VIII Koto
14083,13.07.02.2002,VII Koto Talago
14084,13.07.02.2003,Sungai Talang
14085,13.07.02.2004,Kubang
14086,13.07.02.2005,Simpang Sugiran
14087,13.07.03,Payakumbuh
14088,13.07.03.2001,Koto Baru Simalanggang
14089,13.07.03.2002,Taeh Bukik
14090,13.07.03.2003,Simalanggang
14091,13.07.03.2004,Sungai Beringin
14092,13.07.03.2005,Piobang
14093,13.07.03.2006,Taeh Baruah
14094,13.07.03.2007,Koto Tangah Simalanggang
14095,13.07.04,Luak
14096,13.07.04.2001,Tj. Haro Sikabu-kabu Pd. Panjang
14097,13.07.04.2002,Mungo
14098,13.07.04.2003,Sungai Kamuyang
14099,13.07.04.2004,Andaleh
14100,13.07.05,Harau
14101,13.07.05.2001,Taram
14102,13.07.05.2002,Solok Bio Bio
14103,13.07.05.2003,Tarantang
14104,13.07.05.2004,Bukik Limbuku
14105,13.07.05.2005,Harau
14106,13.07.05.2006,Batu Balang
14107,13.07.05.2007,Sarilamak
14108,13.07.05.2008,Gurun
14109,13.07.05.2009,Lubuak Batingkok
14110,13.07.05.2010,Koto Tuo
14111,13.07.05.2011,Pilubang
14112,13.07.06,Pangkalan Koto Baru
14113,13.07.06.2001,Manggilang
14114,13.07.06.2002,Tanjuang Balik
14115,13.07.06.2003,Gunuang Malintang
14116,13.07.06.2004,Pangkalan
14117,13.07.06.2005,Koto Alam
14118,13.07.06.2006,Tanjung Pauh
14119,13.07.07,Kapur IX
14120,13.07.07.2001,Muaro Paiti
14121,13.07.07.2002,Koto Bangun
14122,13.07.07.2003,Lubuak Alai
14123,13.07.07.2004,Koto Lamo
14124,13.07.07.2005,Durian Tinggi
14125,13.07.07.2006,Sialang
14126,13.07.07.2007,Galugua
14127,13.07.08,Gunuang Omeh
14128,13.07.08.2001,Pandam Gadang
14129,13.07.08.2002,Koto Tinggi
14130,13.07.08.2003,Talang Anau
14131,13.07.09,Lareh Sago Halaban
14132,13.07.09.2001,Labuah Gunuang
14133,13.07.09.2002,Batu Payuang
14134,13.07.09.2003,Ampalu
14135,13.07.09.2004,Bukik Sikumpa
14136,13.07.09.2005,Balai Panjang
14137,13.07.09.2006,Halaban
14138,13.07.09.2007,Tanjuang Gadang
14139,13.07.09.2008,Sitanang
14140,13.07.10,Situjuah Limo Nagari
14141,13.07.10.2001,Situjuah Batua
14142,13.07.10.2002,Situjuah Ladang Laweh
14143,13.07.10.2003,Tungka
14144,13.07.10.2004,Situjuah Banda Dalam
14145,13.07.10.2005,Situjuah Gadang
14146,13.07.11,Mungka
14147,13.07.11.2001,Jopang Manganti
14148,13.07.11.2002,Simpang Kapuak
14149,13.07.11.2003,Mungka
14150,13.07.11.2004,Talang Maur
14151,13.07.11.2005,Sungai Antuan
14152,13.07.12,Bukik Barisan
14153,13.07.12.2001,Maek
14154,13.07.12.2002,Banja Loweh
14155,13.07.12.2003,Baruah Gunuang
14156,13.07.12.2004,Sungai Naniang
14157,13.07.12.2005,Koto Tangah
14158,13.07.13,Akabiluru
14159,13.07.13.2001,Sariak Laweh
14160,13.07.13.2002,Koto Tangah Batu Ampa
14161,13.07.13.2003,Batuhampar
14162,13.07.13.2004,Suayan
14163,13.07.13.2005,Sungai Balantiak
14164,13.07.13.2006,Pauh Sangik
14165,13.07.13.2007,Durian Gadang
14166,13.08,KAB. PASAMAN
14167,13.08.04,Bonjol
14168,13.08.04.2001,Limo Koto
14169,13.08.04.2002,Koto Kaciak
14170,13.08.04.2003,Ganggo Mudiak
14171,13.08.04.2004,Ganggo Hilia
14172,13.08.05,Lubuk Sikaping
14173,13.08.05.2001,Tanjuang Baringin
14174,13.08.05.2002,Jambak
14175,13.08.05.2003,Durian Tinggi
14176,13.08.05.2004,Pauah
14177,13.08.05.2005,Aia Manggih
14178,13.08.05.2006,Sundata
14179,13.08.07,Panti
14180,13.08.07.2001,Panti
14181,13.08.07.2003,Panti Timur
14182,13.08.07.2004,Panti Selatan
14183,13.08.08,Mapat Tunggul
14184,13.08.08.2001,Muara Tais
14185,13.08.08.2002,Lubuak Gadang
14186,13.08.08.2005,Pintu Padang
14187,13.08.12,Duo Koto
14188,13.08.12.2001,Simpang Tonang
14189,13.08.12.2002,Cubadak
14190,13.08.13,Tigo Nagari
14191,13.08.13.2001,Malampah
14192,13.08.13.2002,Ladang Panjang
14193,13.08.13.2003,Binjai
14194,13.08.14,Rao
14195,13.08.14.2002,Taruang Taruang
14196,13.08.14.2005,Padang Mantinggi
14197,13.08.15,Mapat Tunggul Selatan
14198,13.08.15.2001,Silayang
14199,13.08.15.2002,Muaro Sungai Lolo
14200,13.08.16,Simpang Alahan Mati
14201,13.08.16.2001,Alahan Mati
14202,13.08.16.2002,Simpang
14203,13.08.17,Padang Gelugur
14204,13.08.17.2001,Padang Gelugur
14205,13.08.17.2002,Sontang Cubadak
14206,13.08.17.2003,Sitombol Padang Gelugua
14207,13.08.17.2004,Bahagia Padang Gelugua
14208,13.08.18,Rao Utara
14209,13.08.18.2001,Koto Nopan
14210,13.08.18.2002,Koto Rajo
14211,13.08.18.2003,Languang
14212,13.08.19,Rao Selatan
14213,13.08.19.2001,Lansek Kadok
14214,13.08.19.2002,Lubuak Layang
14215,13.08.19.2003,Tanjung Betung
14216,13.09,KAB. KEPULAUAN MENTAWAI
14217,13.09.01,Pagai Utara
14218,13.09.01.2007,Betumonga
14219,13.09.01.2008,Silabu
14220,13.09.01.2009,Saumanganya
14221,13.09.02,Sipora Selatan
14222,13.09.02.2001,Bosua
14223,13.09.02.2002,Beriulou
14224,13.09.02.2003,Nemnemleleu
14225,13.09.02.2004,Mara
14226,13.09.02.2006,Sioban
14227,13.09.02.2007,Matobe
14228,13.09.02.2008,Saureinu
14229,13.09.03,Siberut Selatan
14230,13.09.03.2002,Muara Siberut
14231,13.09.03.2003,Maileppet
14232,13.09.03.2004,Muntei
14233,13.09.03.2005,Matotonan
14234,13.09.03.2007,Madobag
14235,13.09.04,Siberut Utara
14236,13.09.04.2003,Bojakan
14237,13.09.04.2004,Sotboyak
14238,13.09.04.2005,Mongan Poula
14239,13.09.04.2006,Muara Sikabaluan
14240,13.09.04.2007,Sirilogui
14241,13.09.04.2008,Malancan
14242,13.09.05,Siberut Barat
14243,13.09.05.2001,Simatalu
14244,13.09.05.2002,Simalegi
14245,13.09.05.2003,Sigapokna
14246,13.09.06,Siberut Barat Daya
14247,13.09.06.2001,Katurei
14248,13.09.06.2002,Sagulubbeg
14249,13.09.06.2003,Pasakiat Taileleu
14250,13.09.07,Siberut Tengah
14251,13.09.07.2001,Saibi Samukop
14252,13.09.07.2002,Cimpungan
14253,13.09.07.2003,Saliguma
14254,13.09.08,Sipora Utara
14255,13.09.08.2001,Betumonga
14256,13.09.08.2002,Goisooinan
14257,13.09.08.2003,Tuapejat
14258,13.09.08.2004,Sido Makmur
14259,13.09.08.2005,Bukit Pamewa
14260,13.09.08.2006,Sipora Jaya
14261,13.09.09,Sikakap
14262,13.09.09.2001,Sikakap
14263,13.09.09.2002,Taikako
14264,13.09.09.2003,Matobe
14265,13.09.10,Pagai Selatan
14266,13.09.10.2001,Sinaka
14267,13.09.10.2002,Bulasat
14268,13.09.10.2003,Malakopa
14269,13.09.10.2004,Makalo
14270,13.10,KAB. DHARMASRAYA
14271,13.10.01,Koto Baru
14272,13.10.01.2002,Koto Baru
14273,13.10.01.2003,Sialang Gaung
14274,13.10.01.2005,Ampang Kuranji
14275,13.10.01.2008,Koto Padang
14276,13.10.02,Pulau Punjung
14277,13.10.02.2001,Sungai Dareh
14278,13.10.02.2002,Tebing Tinggi
14279,13.10.02.2006,Empat Koto Pulau Punjung
14280,13.10.02.2007,Sungai Kambut
14281,13.10.02.2008,Gunung Selasih
14282,13.10.02.2009,Sikabau
14283,13.10.03,Sungai Rumbai
14284,13.10.03.2003,Sungai Rumbai
14285,13.10.03.2004,Kurnia Koto Salak
14286,13.10.03.2007,Sungai Rumbai Timur
14287,13.10.03.2008,Kurnia Selatan
14288,13.10.04,Sitiung
14289,13.10.04.2001,Sitiung
14290,13.10.04.2002,Siguntur
14291,13.10.04.2004,Gunung Medan
14292,13.10.04.2005,Sungai Duo
14293,13.10.05,Sembilan Koto
14294,13.10.05.2001,Silago
14295,13.10.05.2002,Lubuak Karak
14296,13.10.05.2003,Koto Nan Empat Dibawuh
14297,13.10.05.2004,Banai
14298,13.10.06,Timpeh
14299,13.10.06.2001,Timpeh
14300,13.10.06.2002,Taratak Tinggi
14301,13.10.06.2003,Tabek
14302,13.10.06.2004,Panyubarangan
14303,13.10.06.2005,Ranah Palabi
14304,13.10.07,Koto Salak
14305,13.10.07.2001,Koto Salak
14306,13.10.07.2002,Ampalu
14307,13.10.07.2003,Padukuan
